Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-01,174.88895604417246,175.32968189560512,173.85423636020056,175.16680908203125,22622400.0,0.0,0.0
2020-06-02,176.52728215069124,177.24584639282432,173.74883959546747,177.1596221923828,30794600.0,0.0,0.0
2020-06-03,177.07338423686727,178.14643541027866,175.88535285257194,177.5907440185547,27311000.0,0.0,0.0
2020-06-04,176.5751840844292,178.0506295184226,174.65901282929536,175.25302124023438,28761800.0,0.0,0.0
2020-06-05,174.96561837970333,179.86143724191,174.3811854761011,179.35365295410156,39893600.0,0.0,0.0
2020-06-08,178.14647622946273,180.6470807555781,176.70934752753965,180.4650421142578,33211600.0,0.0,0.0
2020-06-09,180.12009326030233,182.70692146306783,179.41110465156908,181.8446502685547,29783900.0,0.0,0.0
2020-06-10,183.1189084127419,190.19916052822197,183.00392819778034,188.58956909179688,43872300.0,0.0,0.0
2020-06-11,185.0350682105646,187.55482328316214,178.27098652054713,178.4626007080078,52854700.0,0.0,0.0
2020-06-12,182.55361479083015,183.6841633450866,177.4182756432563,179.87098693847656,43373600.0,0.0,0.0
2020-06-15,176.84343722531378,182.82189647750297,176.2973214302196,181.02069091796875,32770200.0,0.0,0.0
2020-06-16,184.80514392400622,187.3823967101177,183.43508843593403,185.45664978027344,42556700.0,0.0,0.0
2020-06-17,186.85546836932718,188.09140721140545,185.57163693366644,186.0985870361328,25687800.0,0.0,0.0
2020-06-18,185.86860404780714,188.25424242453795,185.86860404780714,188.09136962890625,23061600.0,0.0,0.0
2020-06-19,190.2662302616709,190.93688730881695,186.2231075527269,186.9704132080078,44441100.0,0.0,0.0
2020-06-22,187.58356094783133,192.34524723857083,187.0470353859269,192.16322326660156,32818900.0,0.0,0.0
2020-06-23,193.61950037935048,195.4015400419146,192.98716042377694,193.44705200195312,30917400.0,0.0,0.0
2020-06-24,193.1500799897967,194.73091552273308,188.3213199494767,189.54766845703125,36740600.0,0.0,0.0
2020-06-25,189.50934003249893,192.2015583065436,187.27699876624453,191.94287109375,27803900.0,0.0,0.0
2020-06-26,191.35845294251277,191.51175016326752,186.71174606480238,188.10096740722656,54675800.0,0.0,0.0
2020-06-29,187.57400155895849,190.2087370145891,185.4374747192305,190.1225128173828,26701600.0,0.0,0.0
2020-06-30,189.58598372582725,195.83269132910735,189.45185232622862,194.97999572753906,34310300.0,0.0,0.0
2020-07-01,194.6255211499115,197.70098256301688,193.31294846872325,196.12013244628906,32061200.0,0.0,0.0
2020-07-02,197.05902421609218,199.30095546033778,196.40753307482805,197.61471557617188,29315800.0,0.0,0.0
2020-07-06,200.0770519015544,202.2806520831632,199.36806317309092,201.86866760253906,31897600.0,0.0,0.0
2020-07-07,201.62914808225983,205.67227121542732,199.27226526653317,199.5213623046875,33600700.0,0.0,0.0
2020-07-08,201.26506682461263,204.32134787899562,199.94290390142638,203.9093780517578,33600000.0,0.0,0.0
2020-07-09,207.26267626922558,207.31058347692323,202.6063792940229,205.33692932128906,33121700.0,0.0,0.0
2020-07-10,204.6662346433912,205.106960437745,202.23270372973718,204.71414184570312,26177600.0,0.0,0.0
2020-07-13,205.49018025005506,206.75486016607707,197.84466181891068,198.39077758789062,38135600.0,0.0,0.0
2020-07-14,197.49020560640852,200.09619982171807,193.56204847648868,199.61715698242188,37591800.0,0.0,0.0
2020-07-15,200.77642365546433,202.47223932553388,196.43629689144993,199.32012939453125,32179400.0,0.0,0.0
2020-07-16,196.79079598776354,197.0782246202295,193.8303146975877,195.37283325195312,29940700.0,0.0,0.0
2020-07-17,195.899771724378,196.4458729364666,192.94886620272644,194.3764190673828,31635300.0,0.0,0.0
2020-07-20,196.40755546562454,203.40158353531893,194.50095978623176,202.73092651367188,36884800.0,0.0,0.0
2020-07-21,204.70460118533163,204.97286402098612,199.3105738313389,200.00039672851562,37990400.0,0.0,0.0
2020-07-22,200.43154263907851,203.40161441050364,199.655495494857,202.87466430664062,49605700.0,0.0,0.0
2020-07-23,198.50573496099534,202.07938974439114,193.67697590587468,194.05062866210938,67457000.0,0.0,0.0
2020-07-24,192.01955073187074,194.3572823797303,189.2315175967975,192.8626708984375,39827000.0,0.0,0.0
2020-07-27,193.02550720665892,195.4207212092042,192.4410744052688,195.30575561523438,30160900.0,0.0,0.0
2020-07-28,195.07579695463957,196.1201066823261,193.2841816769365,193.5524444580078,23251400.0,0.0,0.0
2020-07-29,194.0123618550907,196.07224034314484,193.5428945807661,195.50697326660156,19632600.0,0.0,0.0
2020-07-30,192.57522553299125,195.8902084845765,191.20517000040866,195.35366821289062,25079600.0,0.0,0.0
2020-07-31,195.83269669820726,196.50336833381417,190.6686157432386,196.41712951660156,51044000.0,0.0,0.0
2020-08-03,202.6542875887838,208.5177672855925,201.6195532977186,207.4638671875,78983000.0,0.0,0.0
2020-08-04,205.19320244984735,205.76805968906118,201.49499124627997,204.35008239746094,49280100.0,0.0,0.0
2020-08-05,205.8925948865428,205.98840929669697,202.70218262142487,204.01475524902344,28806400.0,0.0,0.0
2020-08-06,203.43988216366904,207.3009657603517,202.68300101168293,207.2818145751953,32656800.0,0.0,0.0
2020-08-07,205.84469315633157,206.65905712955916,202.08898480968202,203.5740203857422,27820400.0,0.0,0.0
2020-08-10,202.79801389531178,202.9992183401805,197.70100518297247,199.5213623046875,36716500.0,0.0,0.0
2020-08-11,198.47701588010221,198.9464684665569,194.62550768489723,194.85545349121094,36446500.0,0.0,0.0
2020-08-12,196.68540826683247,201.46626120547887,196.16804841775132,200.4219512939453,28013100.0,0.0,0.0
2020-08-13,200.66144219118792,202.49138912091325,199.42550363100096,199.95245361328125,22588900.0,0.0,0.0
2020-08-14,200.00994208877663,200.80515488112698,198.81233510377172,200.14407348632812,17958900.0,0.0,0.0
2020-08-17,200.8147563394942,202.3381090011182,200.16325050116794,201.46624755859375,20184800.0,0.0,0.0
