Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-01,8.800825188704158,8.808297353850003,8.657602672309377,8.773923873901367,389876000.0,0.0,0.0
2020-06-02,8.763961430009315,8.804810343591765,8.626218562748878,8.792854309082031,391320000.0,0.0,0.0
2020-06-03,8.789864492209722,8.833702644377867,8.668062708645936,8.73730754852295,365440000.0,0.0,0.0
2020-06-04,8.699929084213318,8.914486821981658,8.649591583712459,8.738306045532227,424280000.0,0.004,0.0
2020-06-05,8.766218372118983,8.968066549848242,8.679996377655495,8.891314506530762,481748000.0,0.0,0.0
2020-06-08,8.848698945943744,8.861158553658532,8.657815132077493,8.776681900024414,387736000.0,0.0,0.0
2020-06-09,8.771700414613434,9.080453899221704,8.723107264986574,9.016908645629883,468488000.0,0.0,0.0
2020-06-10,9.138265701793136,9.469446785903406,9.124060778733396,9.336625099182129,632180000.0,0.0,0.0
2020-06-11,9.120574107613491,9.231466262359875,8.75774532749661,8.767962455749512,583652000.0,0.0,0.0
2020-06-12,9.133034130918888,9.157704292510665,8.67526061265537,8.903773307800293,570908000.0,0.0,0.0
2020-06-15,8.786900466028952,9.1527198178345,8.71562963502627,9.144247055053711,400004000.0,0.0,0.0
2020-06-16,9.195331790102433,9.236947471992163,8.81032351724379,9.039334297180176,535716000.0,0.0,0.0
2020-06-17,9.08444047440057,9.269094037882377,9.041079473800002,9.206296920776367,408304000.0,0.0,0.0
2020-06-18,9.197325372464938,9.252646909884222,9.085186992478928,9.1883544921875,254408000.0,0.0,0.0
2020-06-19,9.21277449670793,9.414622606088821,9.197573338557122,9.231463432312012,524160000.0,0.0,0.0
2020-06-22,9.270092599957753,9.500598739919562,9.243428061718252,9.496112823486328,398468000.0,0.0,0.0
2020-06-23,9.52028119983212,9.611487193963281,9.377243355891153,9.41960620880127,375108000.0,0.0,0.0
2020-06-24,9.445772258455685,9.525764896736506,9.115089313731945,9.20579719543457,449372000.0,0.0,0.0
2020-06-25,9.325663280622075,9.474433343604115,9.152721171879605,9.459481239318848,376072000.0,0.0,0.0
2020-06-26,9.469451638814618,9.469451638814618,9.0956574951772,9.125560760498047,592084000.0,0.0,0.0
2020-06-29,9.140259752452296,9.174897979179185,8.87137669129066,9.170412063598633,342248000.0,0.0,0.0
2020-06-30,9.284046779822662,9.49561395128113,9.236699879621224,9.467206001281738,367892000.0,0.0,0.0
2020-07-01,9.490130608274994,9.544954028394578,9.382727201096621,9.499350547790527,326648000.0,0.0,0.0
2020-07-02,9.607999601931159,9.706183063471682,9.547444974602962,9.58133602142334,364056000.0,0.0,0.0
2020-07-06,9.710421352284722,9.87688411587141,9.681265272621609,9.807607650756836,315892000.0,0.0,0.0
2020-07-07,9.914260627806415,10.03761235433685,9.819067784478827,9.84000015258789,357800000.0,0.0,0.0
2020-07-08,9.961608415928094,10.192115446243932,9.933449530178866,10.183143615722656,365480000.0,0.0,0.0
2020-07-09,10.346865834460065,10.536005294070955,10.200587351568608,10.475201606750488,494548000.0,0.0,0.0
2020-07-10,10.554695830541807,10.620981673566826,10.345371165118713,10.445548057556152,497676000.0,0.0,0.0
2020-07-13,10.560924135118727,10.757539144934123,9.99275674917777,10.019919395446777,457076000.0,0.0,0.0
2020-07-14,10.0425953976483,10.369291454482292,9.754026286199569,10.343624114990234,542676000.0,0.0,0.0
2020-07-15,10.380758670576666,10.399447611037697,10.02341110936566,10.19435977935791,403984000.0,0.0,0.0
2020-07-16,9.982788909437888,10.17392175443608,9.863673099832496,10.102153778076172,344964000.0,0.0,0.0
2020-07-17,10.19261461777992,10.21554041339797,10.055307952570034,10.168691635131836,266284000.0,0.0,0.0
2020-07-20,10.241207637017371,10.497381084457215,10.12408521745937,10.476946830749512,284852000.0,0.0,0.0
2020-07-21,10.479189706623767,10.52603943669131,10.25366763128037,10.295283317565918,277036000.0,0.0,0.0
2020-07-22,10.33415536179019,10.568399190156185,10.258399587303478,10.405176162719727,367292000.0,0.0,0.0
2020-07-23,10.416391380696087,10.51307953896417,9.998988320073043,10.097171783447266,411660000.0,0.0,0.0
2020-07-24,9.843243017021607,10.331417940202419,9.745558600800747,10.161715507507324,473292000.0,0.0,0.0
2020-07-27,10.199343854779485,10.4081694753929,10.184889869995407,10.387985229492188,292132000.0,0.0,0.0
2020-07-28,10.340884805528349,10.348609438939764,10.176415515634673,10.182644844055176,271636000.0,0.0,0.0
2020-07-29,10.357333253377416,10.482429371286324,10.3137241436091,10.431842803955078,284508000.0,0.0,0.0
