Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Change,Status
2020-07-23,64.87692173143085,65.41475568101069,64.65814523818823,64.9771957397461,411300,0.0,0.0,0.0,0.10027400831523892,Gain
2020-07-24,64.90426878668544,65.13216299865383,64.53964361135955,64.70372772216797,433700,0.0,0.0,0.0,-0.20054106451746634,Loss
2020-07-27,64.67636068501837,65.05011045067529,64.33908177479698,65.0409927368164,380300,0.0,0.0,0.0,0.3646320517980399,Gain
2020-07-28,64.8313291943591,65.08656952525865,64.59431733504778,64.64900970458984,200900,0.0,0.0,0.0,-0.18231948976925594,Loss
2020-07-29,64.70372466594281,65.64264766213864,64.70372466594281,65.54237365722656,322500,0.0,0.0,0.0,0.8386489912837476,Gain
2020-07-30,64.74018526564433,64.82223079918566,64.1112019641317,64.69461059570312,416000,0.0,0.0,0.0,-0.04557466994120318,Loss
2020-07-31,64.58519712047168,64.58519712047168,63.66450285843342,64.50315856933594,356900,0.0,0.0,0.0,-0.08203855113573866,Loss
2020-08-03,64.69459131572651,64.80397605481066,64.30261310619437,64.64900970458984,444600,0.0,0.0,0.0,-0.0455816111366687,Loss
2020-08-04,64.55786936870659,64.8860375764993,64.43024917176267,64.82222747802734,419300,0.0,0.0,0.0,0.264358109320753,Gain
2020-08-05,65.17772505117821,65.46031156363361,64.94071319456356,65.3782730102539,395300,0.0,0.0,0.0,0.200547959075692,Gain
2020-08-06,65.11392887989933,65.33270535709451,64.94072706828129,65.21420288085938,369400,0.0,0.0,0.0,0.10027400096004158,Gain
2020-08-07,65.12305354513663,66.0255126953125,65.05012572669546,66.0255126953125,349400,0.0,0.0,0.0,0.9024591501758721,Gain
2020-08-10,66.12578149405802,66.82769256557647,66.08019987243075,66.80034637451172,589700,0.0,0.0,0.0,0.6745648804537012,Gain
2020-08-11,67.4110944564185,67.68457024943866,66.74564735739617,66.88238525390625,610500,0.0,0.0,0.0,-0.5287092025122462,Loss
2020-08-12,67.44757472167439,67.52962026139572,67.1194064723491,67.31083679199219,352900,0.0,0.0,0.0,-0.136737929682198,Loss
2020-08-13,67.03735379212723,67.21966635685044,66.77299570493359,66.94619750976562,327900,0.0,0.0,0.0,-0.09115628236160944,Loss
2020-08-14,66.8094523150266,67.2287767319338,66.67271442902305,67.02822875976562,263300,0.0,0.0,0.0,0.2187764447390208,Gain
2020-08-17,67.14673270904734,67.2925813420788,66.946184753199,67.09203338623047,431600,0.0,0.0,0.0,-0.054699322816873064,Loss
2020-08-18,67.07381915409178,67.15585772356704,66.72741553689752,66.83680725097656,333200,0.0,0.0,0.0,-0.23701190311521714,Loss
2020-08-19,67.01911693421671,67.12850864358599,66.43570839380403,66.59979248046875,298500,0.0,0.0,0.0,-0.41932445374796146,Loss
2020-08-20,66.12577705703839,66.4904091412528,66.0072745854496,66.31720733642578,534200,0.0,0.0,0.0,0.1914302793873901,Gain
2020-08-21,66.27163852332463,66.3719125397287,66.05286201243388,66.34456634521484,255700,0.0,0.0,0.0,0.07292782189021807,Gain
2020-08-24,66.53599295584108,67.19232940673828,66.39925503610759,67.19232940673828,654900,0.0,0.0,0.0,0.6563364508972,Gain
2020-08-25,67.33816347354681,67.4293197392447,66.77298349857624,66.90972137451172,593000,0.0,0.0,0.0,-0.4284420990350952,Loss
2020-08-26,66.91883967421269,67.08291678104105,66.53597222728119,66.90060424804688,393700,0.0,0.0,0.0,-0.018235426165816193,Loss
2020-08-27,67.10116823645781,67.57518510834309,67.06470433019295,67.24701690673828,425600,0.0,0.0,0.0,0.145848670280472,Gain
2020-08-28,67.51138129555325,67.71192932128906,66.9917827537739,67.71192932128906,301500,0.0,0.0,0.0,0.20054802573581298,Gain
2020-08-31,67.5204801177666,67.67544647437009,67.04646333439777,67.12850189208984,460500,0.0,0.0,0.0,-0.3919782256767519,Loss
2020-09-01,67.04647353741126,67.46579801279744,66.6818414421428,67.45668029785156,572800,0.0,0.0,0.0,0.41020676044030324,Gain
2020-09-02,67.65722586271751,68.9243169582139,67.5569518662585,68.74200439453125,572300,0.0,0.0,0.0,1.0847785318137397,Gain
2020-09-03,68.79668481589604,69.14308140860115,66.78210143178744,67.2652359008789,743100,0.0,0.0,0.0,-1.5314489150171369,Loss
2020-09-04,67.83952995130048,67.91245774957417,66.37189104623619,67.13761901855469,823400,0.0,0.0,0.0,-0.7019109327457898,Loss
2020-09-08,66.67272460913135,66.76388089545958,65.82495793219904,65.92523193359375,668700,0.0,0.0,0.0,-0.7474926755376003,Loss
2020-09-09,66.42660992604522,67.48403549317302,66.41749220988265,66.99178314208984,326000,0.0,0.0,0.0,0.5651732160446272,Gain
2020-09-10,67.07382559977336,67.19232808532952,65.91611911754738,66.04373931884766,326200,0.0,0.0,0.0,-1.0300862809257012,Loss
2020-09-11,66.1804647053683,66.76387321650185,66.04372681421367,66.55421447753906,390400,0.0,0.0,0.0,0.3737497721707683,Gain
2020-09-14,66.97354600503994,67.6481108634768,66.94619981486771,67.36552429199219,236900,0.0,0.0,0.0,0.3919782869522521,Gain
2020-09-15,67.7483826890904,67.83953897166441,67.16497413488254,67.30171203613281,338600,0.0,0.0,0.0,-0.446670652957593,Loss
2020-09-16,67.49313518009427,68.30443783234945,67.37463272075489,67.7392578125,543900,0.0,0.0,0.0,0.2461226324057293,Gain
2020-09-17,66.90061950067738,67.87600637960647,66.6818430202502,67.70280456542969,356200,0.0,0.0,0.0,0.8021850647523081,Gain
2020-09-18,67.83043302347279,67.84866149936926,66.88239231693873,67.06470489501953,554300,0.0,0.0,0.0,-0.7657281284532615,Loss
2020-09-21,66.10753374717655,66.28985324493915,64.63990178015949,65.33269500732422,767700,0.0,0.0,0.0,-0.7748387398523278,Loss
2020-09-22,65.40562601663912,65.87053206527992,65.2688881253003,65.65174865722656,347700,0.0,0.0,0.0,0.24612264058744415,Gain
2020-09-23,65.71133457561582,66.00472940675732,64.27186509234589,64.31771087646484,420400,0.415,0.0,0.0,-1.3936236991509787,Loss
2020-09-24,64.17101112036904,65.23457177436106,63.7675975922037,64.6111068725586,643400,0.0,0.0,0.0,0.4400957521895492,Gain
2020-09-25,64.31772190022836,65.41795095681208,64.18019151938397,65.1795654296875,331000,0.0,0.0,0.0,0.8618435294591364,Gain
2020-09-28,65.9955713894738,66.56401998782374,65.93139148336702,66.14226531982422,334400,0.0,0.0,0.0,0.14669393035042333,Gain
2020-09-29,66.24313210578646,66.24313210578646,65.41795674282167,65.61966705322266,490300,0.0,0.0,0.0,-0.6234650525638017,Loss
2020-09-30,65.96806730356928,66.71989214514618,65.64716773614364,66.15144348144531,429000,0.0,0.0,0.0,0.18337617787602767,Gain
2020-10-01,66.50901976617355,66.71989363157154,65.71134911358517,66.07809448242188,381900,0.0,0.0,0.0,-0.4309252837516766,Loss
2020-10-02,65.10624368355684,66.87578412008645,65.10624368355684,66.60072326660156,548400,0.0,0.0,0.0,1.494479583044722,Gain
2020-10-05,67.01328425378549,67.65509035708942,67.01328425378549,67.64591979980469,339800,0.0,0.0,0.0,0.6326355460192019,Gain
2020-10-06,67.81096105400711,68.37941674116622,66.90327166224615,67.0224609375,505900,0.0,0.0,0.0,-0.7885001165071088,Loss
2020-10-07,67.58173810767781,68.2602124320663,67.58173810767781,68.07684326171875,348300,0.0,0.0,0.0,0.49510515404094235,Gain
2020-10-08,68.40691956466395,68.8836836478317,68.3794148861274,68.83784484863281,434000,0.0,0.0,0.0,0.4309252839688611,Gain
2020-10-09,69.09455729905723,69.49797786239641,68.94785636872103,69.14956665039062,376800,0.0,0.0,0.0,0.05500935133339624,Gain
2020-10-12,69.222907780746,69.8188679884713,69.222907780746,69.5713119506836,428200,0.0,0.0,0.0,0.34840416993759504,Gain
2020-10-13,69.28709512498648,69.56215586428608,68.68197129164658,68.90201568603516,578700,0.0,0.0,0.0,-0.3850794389513226,Loss
2020-10-14,68.92035056149389,69.4062851438549,68.72781083990284,68.85617065429688,349200,0.0,0.0,0.0,-0.0641799071970155,Loss
2020-10-15,68.3060738246742,69.12207871075798,68.07685881183973,69.07623291015625,417900,0.0,0.0,0.0,0.7701590854820495,Gain
2020-10-16,69.11287684657516,69.50712676987634,69.01202172700388,69.13121795654297,478300,0.0,0.0,0.0,0.0183411099678068,Gain
2020-10-19,69.14041103575548,69.34211434552405,67.97599500139802,68.113525390625,486400,0.0,0.0,0.0,-1.026885645130477,Loss
2020-10-20,68.33357020100878,69.14041142496976,68.27856084304278,68.4344253540039,585300,0.0,0.0,0.0,0.10085515299512338,Gain
2020-10-21,68.31523895263672,68.7828325051819,68.2785637140885,68.31523895263672,278100,0.0,0.0,0.0,0.0,Loss
2020-10-22,68.26939066574339,68.81034167074183,68.05851679564029,68.75532531738281,425800,0.0,0.0,0.0,0.4859346516394254,Gain
2020-10-23,69.0395432240455,69.25958760940902,68.53526755437402,69.01203155517578,473300,0.0,0.0,0.0,-0.027511668869721007,Loss
2020-10-26,68.17772469052302,68.3335892449221,66.98580363845078,67.60010528564453,902700,0.0,0.0,0.0,-0.5776194048784902,Loss
2020-10-27,67.55424544624061,67.57257956850192,66.49068448282989,66.4998550415039,741100,0.0,0.0,0.0,-1.0543904047367079,Loss
2020-10-28,65.42712621064857,66.02308657369576,64.5652756242392,64.63862609863281,1135000,0.0,0.0,0.0,-0.788500112015754,Loss
2020-10-29,64.46441724874143,65.65633791526277,64.02432841454818,65.12455749511719,954200,0.0,0.0,0.0,0.6601402463757609,Gain
2020-10-30,64.73030559353407,65.24375187874514,64.11601115783608,64.87700653076172,900100,0.0,0.0,0.0,0.14670093722764932,Gain
2020-11-02,65.83970971076486,66.76574020397588,65.51881013245001,66.71989440917969,609700,0.0,0.0,0.0,0.8801846984148227,Gain
2020-11-03,67.49924352693117,68.2235638501351,67.38921779597156,67.89349365234375,839500,0.0,0.0,0.0,0.394250125412583,Gain
2020-11-04,68.17770604463294,68.66364069608971,67.19666618364863,67.38920593261719,1143900,0.0,0.0,0.0,-0.788500112015754,Loss
2020-11-05,68.27856555444073,69.03039047722739,68.2143856340231,68.56278991699219,1055800,0.0,0.0,0.0,0.28422436255145556,Gain
2020-11-06,68.77364569665615,69.10371573694134,68.41607098552787,68.65444946289062,965700,0.0,0.0,0.0,-0.11919623376552124,Loss
2020-11-09,72.5511267719134,73.20209650998315,70.95579238572714,71.08415222167969,1738100,0.0,0.0,0.0,-1.466974550233715,Loss
2020-11-10,71.43255269652357,72.4227559964311,71.19416718215446,72.25772094726562,1123700,0.0,0.0,0.0,0.8251682507420526,Gain
2020-11-11,72.61530036432666,72.61530036432666,71.4967371763341,71.7259521484375,636500,0.0,0.0,0.0,-0.8893482158891572,Loss
2020-11-12,71.40505212745293,71.4325638024957,70.2039678021178,70.74491882324219,613100,0.0,0.0,0.0,-0.6601333042107456,Loss
2020-11-13,71.22168289002231,72.21189333839811,71.21251233168,72.12020874023438,344200,0.0,0.0,0.0,0.8985258502120672,Gain
2020-11-16,73.40379041323536,73.56882545043693,72.65196568711364,73.55049133300781,580100,0.0,0.0,0.0,0.14670091977245647,Gain
2020-11-17,72.90869829867523,73.20209319543723,72.27606970586454,72.94537353515625,510600,0.0,0.0,0.0,0.03667523648101678,Gain
2020-11-18,73.10125714414745,73.23878055986675,72.04686665474676,72.07437133789062,365100,0.0,0.0,0.0,-1.0268858062568285,Loss
2020-11-19,71.97349658927456,72.32190080612567,71.46005732337075,72.27606201171875,493900,0.0,0.0,0.0,0.3025654224441894,Gain
2020-11-20,72.27606311131483,72.34941357758427,71.7076074903548,71.86347198486328,455700,0.0,0.0,0.0,-0.41259112645154516,Loss
2020-11-23,72.38607894520072,72.84450884857777,72.24855557025577,72.70698547363281,488800,0.0,0.0,0.0,0.32090652843209,Gain
2020-11-24,73.44047978920442,74.10979062318968,73.29378583626078,73.94475555419922,694200,0.0,0.0,0.0,0.5042757649948015,Gain
2020-11-25,73.80723138177807,73.80723138177807,73.19293684909839,73.32129669189453,662000,0.0,0.0,0.0,-0.4859346898835355,Loss
2020-11-27,73.41297363001497,73.53216290157138,73.07373294085065,73.33045959472656,294400,0.0,0.0,0.0,-0.08251403528841195,Loss
2020-11-30,73.11039282642231,73.11039282642231,72.25771299871207,72.63362884521484,632800,0.0,0.0,0.0,-0.4767639812074691,Loss
2020-12-01,73.49550274739559,73.71554719412981,72.8445259758668,72.95455169677734,966100,0.0,0.0,0.0,-0.5409510506182471,Loss
2020-12-02,72.7436461240264,72.99120216328087,72.5052676355914,72.68863677978516,527500,0.0,0.0,0.0,-0.05500934424124182,Loss
2020-12-03,72.67947859307468,73.22960010944783,72.58779400537438,72.81700897216797,744200,0.0,0.0,0.0,0.1375303790932918,Gain
2020-12-04,72.99121432092878,73.88973307025657,72.99121432092878,73.86222839355469,480700,0.0,0.0,0.0,0.8710140726259112,Gain
2020-12-07,73.73386920092157,73.73386920092157,72.94536915167808,73.15625,547400,0.0,0.0,0.0,-0.5776192009215748,Loss
2020-12-08,72.94538184082056,73.7797278268197,72.8445266777858,73.59635162353516,374600,0.0,0.0,0.0,0.650969782714597,Gain
2020-12-09,73.90807781733777,73.99059185149895,73.28461279947135,73.69719696044922,501900,0.0,0.0,0.0,-0.21088085688855074,Loss
2020-12-10,73.55965931616976,73.66967800706581,73.0278789932234,73.31210327148438,286800,0.0,0.0,0.0,-0.24755604468538195,Loss
2020-12-11,72.94536915167808,73.28460982242702,72.66114482988765,73.15625,480500,0.0,0.0,0.0,0.21088084832192067,Gain
2020-12-14,73.78890251668133,73.82557076430413,72.37693715023534,72.4044418334961,310000,0.0,0.0,0.0,-1.3844606831852388,Loss
2020-12-15,72.99122510557072,73.57801494552938,72.70700074420887,73.37630462646484,471300,0.0,0.0,0.0,0.38507952089412356,Gain
2020-12-16,73.56884807828035,73.56884807828035,72.9820582088791,73.20210266113281,271000,0.0,0.0,0.0,-0.3667454171475413,Loss
2020-12-17,73.61467960793199,73.64218428474588,73.32128473010773,73.51382446289062,396500,0.0,0.0,0.0,-0.10085514504136484,Loss
2020-12-18,73.66052349724505,73.76137864925967,72.84451871828026,73.28461456298828,527600,0.0,0.0,0.0,-0.3759089342567705,Loss
2020-12-21,72.43193562825522,73.02789599130242,71.66177663238099,72.89036560058594,736500,0.0,0.0,0.0,0.4584299723307197,Gain
2020-12-22,72.79866753903464,72.83534276944735,72.35857176916691,72.45025634765625,417500,0.0,0.0,0.0,-0.34841119137838916,Loss
2020-12-23,72.75027571161394,73.11028794360507,72.6764322855717,72.7041244506836,651900,0.535,0.0,0.0,-0.04615126093034405,Loss
2020-12-24,72.73181819716443,72.93490346942491,72.46411552398183,72.90721130371094,270100,0.0,0.0,0.0,0.1753931065465082,Gain
2020-12-28,73.39646501999636,73.68262681542213,73.08260401356917,73.16568756103516,408900,0.0,0.0,0.0,-0.2307774589611995,Loss
2020-12-29,73.45183850014155,73.59953943257543,72.51026970556389,72.75950622558594,465600,0.0,0.0,0.0,-0.6923322745556106,Loss
2020-12-30,72.96259868865423,73.44261268091175,72.96259868865423,73.18414306640625,437300,0.0,0.0,0.0,0.22154437775202496,Gain
2020-12-31,73.35029458570277,73.7933903324794,72.91643190773364,73.73799896240234,345700,0.0,0.0,0.0,0.387704376699574,Gain
2021-01-04,73.9411119240501,73.95957806858408,72.09489186580781,72.57491302490234,703000,0.0,0.0,0.0,-1.3661988991477614,Loss
2021-01-05,72.45487794816053,73.4149128755572,72.35333531834573,73.10105895996094,574500,0.0,0.0,0.0,0.6461810118004081,Gain
2021-01-06,73.14720219982742,75.20573969166772,73.14720219982742,74.83649444580078,688000,0.0,0.0,0.0,1.6892922459733626,Gain
2021-01-07,75.18729553967916,75.35345559676404,74.7257406080844,75.09498596191406,411400,0.0,0.0,0.0,-0.09230957776509285,Loss
2021-01-08,75.38116353643582,75.38116353643582,74.33804476288397,75.04884338378906,395700,0.0,0.0,0.0,-0.3323201526467585,Loss
2021-01-11,74.55035859799969,75.20576579155575,74.52266642743348,74.94729614257812,399100,0.0,0.0,0.0,0.3969375445784351,Gain
2021-01-12,75.05805828197434,75.65808108209352,74.7995886555277,75.57500457763672,325100,0.0,0.0,0.0,0.5169462956623789,Gain
2021-01-13,75.51038610361407,75.54730429878246,75.05805722095744,75.24268341064453,452300,0.0,0.0,0.0,-0.26770269296953586,Loss
2021-01-14,75.39036249391457,75.58421467288771,75.14112599031125,75.1965103149414,454000,0.0,0.0,0.0,-0.19385217897315954,Loss
2021-01-15,74.69804994922555,74.97498573088905,74.03340970744875,74.70728302001953,671500,0.0,0.0,0.0,0.009233070793982279,Gain
2021-01-19,75.22422897953267,75.23346205114647,74.82729141338022,74.88268280029297,399000,0.0,0.0,0.0,-0.34154617923969965,Loss
2021-01-20,75.03035387981598,75.27036436928279,74.64264950336282,75.17805480957031,598100,0.0,0.0,0.0,0.14770092975433613,Gain
2021-01-21,75.14114268141748,75.14114268141748,74.53188680408127,74.59650421142578,331200,0.0,0.0,0.0,-0.5446384699916962,Loss
2021-01-22,74.19034372294004,74.56881511217301,73.88571577173362,74.4118881225586,461200,0.0,0.0,0.0,0.22154439961855132,Gain
2021-01-25,73.9872513721255,74.78112635811308,73.88570873139903,74.57804107666016,570300,0.0,0.0,0.0,0.5907897045346573,Gain
2021-01-26,74.80881388528594,74.9842069888932,74.39341027823215,74.5595703125,478200,0.0,0.0,0.0,-0.249243572785943,Loss
2021-01-27,73.73800599649263,74.09801824388032,73.04567366801345,73.27645111083984,638700,0.0,0.0,0.0,-0.461554885652788,Loss
2021-01-28,73.78415171049994,74.6795691627015,73.76569261704218,73.81184387207031,719000,0.0,0.0,0.0,0.027692161570371354,Gain
2021-01-29,73.41491051834973,73.63645486593775,72.04871215832782,72.2240982055664,720900,0.0,0.0,0.0,-1.1908123127833221,Loss
2021-02-01,72.73181765079005,72.96259508703088,72.19641230844691,72.74105072021484,546500,0.0,0.0,0.0,0.009233069424794849,Gain
2021-02-02,73.23952849978909,73.85801742123488,73.13799290065354,73.43338775634766,638400,0.0,0.0,0.0,0.19385925655856795,Gain
2021-02-03,73.47953493941944,73.6364619071846,73.00874699335549,73.5810775756836,497700,0.0,0.0,0.0,0.10154263626415627,Gain
2021-02-04,73.65492461295834,74.17186379692113,73.38722195190098,74.10724639892578,318700,0.0,0.0,0.0,0.45232178596744177,Gain
2021-02-05,74.48573862035043,74.79035952885688,74.31957855990623,74.70728302001953,270900,0.0,0.0,0.0,0.22154439966909933,Gain
2021-02-08,74.97497309769976,75.334985327539,74.9380478635152,75.32575225830078,355600,0.0,0.0,0.0,0.35077916060102154,Gain
2021-02-09,75.32576501643726,75.43654073775338,74.96575272562173,75.21499633789062,572500,0.0,0.0,0.0,-0.11076867854663419,Loss
2021-02-10,75.52882940329908,75.60267986372708,75.05804152153006,75.4549789428711,308000,0.0,0.0,0.0,-0.07385046042799104,Loss
2021-02-11,75.61192771008446,75.6211537373655,74.84574487962298,75.20575714111328,379200,0.0,0.0,0.0,-0.4061705689711772,Loss
2021-02-12,75.22421270115731,75.54729971002409,75.08574482799482,75.51960754394531,346600,0.0,0.0,0.0,0.2953948427879993,Gain
2021-02-16,75.79653404634998,75.79653404634998,75.08573567076134,75.15036010742188,405800,0.0,0.0,0.0,-0.6461739389281007,Loss
2021-02-17,75.07653199893386,75.29807640927825,74.67959444889985,75.27961730957031,254500,0.0,0.0,0.0,0.2030853106364532,Gain
2021-02-18,75.0395899638316,75.27036739376979,74.7165029704718,75.0765151977539,457400,0.0,0.0,0.0,0.036925233922303846,Gain
2021-02-19,75.24267012763637,75.44575537905591,75.05804397054237,75.10420227050781,538300,0.0,0.0,0.0,-0.13846785712856047,Loss
2021-02-22,74.96574414198895,75.7042347806664,74.91035980905718,75.47345733642578,416400,0.0,0.0,0.0,0.5077131944368318,Gain
2021-02-23,75.55653540857799,75.83347116453878,75.17806405438499,75.67654418945312,498500,0.0,0.0,0.0,0.12000878087513911,Gain
2021-02-24,75.77807479762262,76.49810630715211,75.53807133721449,76.37809753417969,435300,0.0,0.0,0.0,0.6000227365570652,Gain
2021-02-25,76.43349075000468,76.59965078809128,75.08574430620858,75.27037048339844,621600,0.0,0.0,0.0,-1.1631202666062421,Loss
2021-02-26,75.49190482859622,75.49190482859622,74.3103256225586,74.3103256225586,553600,0.0,0.0,0.0,-1.1815792060376253,Loss
2021-03-01,75.1319213315556,76.258116643334,75.1319213315556,75.7134780883789,408900,0.0,0.0,0.0,0.5815567568233035,Gain
2021-03-02,75.87039280146156,76.12886240528385,75.4549891872313,75.69499969482422,401500,0.0,0.0,0.0,-0.17539310663734398,Loss
2021-03-03,75.60267882186554,76.21192750508173,75.41805267333984,75.41805267333984,511300,0.0,0.0,0.0,-0.1846261485256946,Loss
2021-03-04,75.48269192302283,75.71346939343326,73.60877999013331,74.4118881225586,670400,0.0,0.0,0.0,-1.0708038004642333,Loss
2021-03-05,74.93806457949866,76.60889130313426,74.47650961338762,76.4150390625,721300,0.0,0.0,0.0,1.4769744830013423,Gain
2021-03-08,76.60887572033651,78.06739080683968,76.52579922386442,77.34736633300781,753000,0.0,0.0,0.0,0.7384906126712991,Gain
2021-03-09,77.67969451061889,77.93816413919565,76.9965952004133,77.00582122802734,556400,0.0,0.0,0.0,-0.6738732825915434,Loss
2021-03-10,77.12583114978425,78.54741412787826,77.12583114978425,78.22432708740234,485600,0.0,0.0,0.0,1.0984959376180967,Gain
2021-03-11,78.46431872578026,78.68586306550165,78.00276390974625,78.1596908569336,431600,0.0,0.0,0.0,-0.3046278688466657,Loss
2021-03-12,78.45509149190309,78.86126201390405,78.45509149190309,78.80587768554688,352500,0.0,0.0,0.0,0.3507861936437848,Gain
2021-03-15,78.98127698881656,79.42437281830829,78.46433772338398,79.4059066772461,405300,0.0,0.0,0.0,0.4246296884295333,Gain
2021-03-16,79.34126723072946,79.34126723072946,78.58431764112862,78.7689437866211,382100,0.0,0.0,0.0,-0.5723234441083633,Loss
2021-03-17,78.89819842746637,79.09205064695477,78.45510260951494,78.95358276367188,376500,0.0,0.0,0.0,0.0553843362055062,Gain
2021-03-18,78.90742835693014,79.26744061347429,78.41817424976897,78.54740905761719,411300,0.0,0.0,0.0,-0.3600192993129525,Loss
2021-03-19,78.67664274009867,78.72279399938517,77.92891909486903,78.215087890625,519100,0.0,0.0,0.0,-0.4615548494736714,Loss
2021-03-22,78.08584659146692,78.55663451314904,77.91969360556891,78.46432495117188,506100,0.0,0.0,0.0,0.3784783597049568,Gain
2021-03-23,78.35862314016669,78.46988396052731,77.60757723243096,77.82083892822266,323800,0.376,0.0,0.0,-0.5377842119440288,Loss
2021-03-24,78.11754933187567,79.0354865064925,78.10827523845836,78.12682342529297,366400,0.0,0.0,0.0,0.009274093417303675,Gain
