Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-01,70.5851815065537,71.55906913624506,70.56577270229424,71.2535171508789,24342000.0,0.0,0.0
2020-06-02,71.1903065245423,71.64117394018096,70.60707046181705,71.62176513671875,25562000.0,0.0,0.0
2020-06-03,71.57598634695985,71.9866389762385,71.1518477881398,71.48043823242188,25124000.0,0.0,0.0
2020-06-04,71.1828392012393,71.60882293355489,69.90539676398639,70.27613830566406,29686000.0,0.0,0.0
2020-06-05,70.32541011266495,71.91189761426476,69.96860248321823,71.5804672241211,34698000.0,0.0,0.0
2020-06-08,70.78174442468311,72.05819981168356,70.78174442468311,71.9895248413086,28084000.0,0.0,0.0
2020-06-09,71.92731978367873,73.05398719837653,71.82032837094407,72.46477508544922,28184000.0,0.0,0.0
2020-06-10,72.6329799267308,73.36546488374049,72.47025273984342,72.9469985961914,30504000.0,0.0,0.0
2020-06-11,71.78399053738569,72.38090989022466,69.7695300983239,69.86109924316406,39826000.0,0.0,0.0
2020-06-12,71.08779913845162,71.51129226727522,68.97431245113023,70.3259048461914,38928000.0,0.0,0.0
2020-06-15,69.21217723031454,70.90416009663141,69.06885886579549,70.65782928466797,30078000.0,0.0,0.0
2020-06-16,71.92035494955124,72.40804290727266,70.95890538232888,71.79594421386719,34184000.0,0.0,0.0
2020-06-17,72.01689408898858,72.65586589359057,71.23161210789908,72.21395874023438,30992000.0,0.0,0.0
2020-06-18,72.11641833169693,72.22839102102945,71.01414113592261,71.45952606201172,31638000.0,0.0,0.0
2020-06-19,71.85963912093314,72.04874587229958,70.73247814012348,71.24853515625,63158000.0,0.0,0.0
2020-06-22,71.11317629905933,72.29507833491674,70.82504363593092,72.25079345703125,30848000.0,0.0,0.0
2020-06-23,72.43888816176526,73.4491557865647,71.92134289134205,72.87532043457031,28596000.0,0.0,0.0
2020-06-24,72.73102110825913,73.42324572687554,71.15050952361156,71.260986328125,35120000.0,0.0,0.0
2020-06-25,71.15795995846176,71.80488964420809,70.66529076107093,71.72676086425781,24610000.0,0.0,0.0
2020-06-26,71.23211955472665,71.33463084581729,67.28083322978155,67.67446899414062,85354000.0,0.0,0.0
2020-06-29,67.58886422414797,69.45104625950336,67.03300247654924,69.41969299316406,36204000.0,0.0,0.0
2020-06-30,69.1942734421949,70.5981238589213,68.87179568943205,70.34730529785156,40848000.0,0.0,0.0
2020-07-01,70.22240653456144,71.80988897604504,70.15870525166847,71.56305694580078,35504000.0,0.0,0.0
2020-07-02,72.00594852070236,73.79795973581246,71.98007011556203,72.88976287841797,37182000.0,0.0,0.0
2020-07-06,73.65413059006949,74.97437709234555,73.29582710834842,74.43244934082031,31280000.0,0.0,0.0
2020-07-07,74.14879676688507,75.48247617798066,73.8278149500228,73.908935546875,29164000.0,0.0,0.0
2020-07-08,74.36378404494057,74.93905461247256,73.93133068505574,74.4473876953125,24994000.0,0.0,0.0
2020-07-09,74.96741685158466,75.77708130375103,74.05349463235886,75.19334411621094,28466000.0,0.0,0.0
2020-07-10,74.9524883179805,76.82760184966378,74.4742542187681,76.72359466552734,37126000.0,0.0,0.0
2020-07-13,77.13465592861907,78.48485866771736,74.90735902385688,75.21076965332031,36928000.0,0.0,0.0
