Date Time,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-03 00:00:00,78.89798738729773,79.27223605785474,78.32446277639103,79.00977325439453,104491200.0,0.0,0.0
2020-06-04 00:00:00,78.83237798726375,79.13128449132041,77.95508176147044,78.32933044433594,87560400.0,0.0,0.0
2020-06-05 00:00:00,78.5796222542504,80.62096548871577,78.55046137346189,80.56021118164062,137250400.0,0.0,0.0
2020-06-08 00:00:00,80.25646136244434,81.07057078079636,79.54442247076808,81.03654479980469,95654400.0,0.0,0.0
2020-06-09 00:00:00,80.71574143423261,83.98917620405685,80.68414800964212,83.59548950195312,147712400.0,0.0,0.0
2020-06-10 00:00:00,84.5457098689179,86.21523738880465,84.10584918729383,85.7462158203125,166651600.0,0.0,0.0
2020-06-11 00:00:00,84.88837183058858,85.31365210238673,81.52744586006406,81.62950897216797,201662400.0,0.0,0.0
2020-06-12 00:00:00,83.77290920023673,84.52139908925585,81.22122799958797,82.33424377441406,200146000.0,0.0,0.0
2020-06-15 00:00:00,80.98550738644816,84.00621035316378,80.82268254803616,83.35249328613281,138808800.0,0.0,0.0
2020-06-16 00:00:00,85.41084628969108,85.83370137590062,83.77291228895632,85.56151580810547,165428800.0,0.0,0.0
2020-06-17 00:00:00,86.30759247032934,86.3683467952298,85.32094282724987,85.44245147705078,114406400.0,0.0,0.0
2020-06-18 00:00:00,85.39871125985869,85.89446863409366,84.86650277346662,85.47647857666016,96820400.0,0.0,0.0
2020-06-19 00:00:00,86.18364717992426,86.65023617971444,83.87740827164068,84.98799896240234,264476000.0,0.0,0.0
2020-06-22 00:00:00,85.3816816208449,87.35498054805204,85.33550774901583,87.21160125732422,135445200.0,0.0,0.0
2020-06-23 00:00:00,88.4582791409651,90.49476488581807,88.03785662792788,89.07311248779297,212155600.0,0.0,0.0
2020-06-24 00:00:00,88.7013070407747,89.62234460688504,87.12655239933392,87.50080108642578,192623200.0,0.0,0.0
2020-06-25 00:00:00,87.65632697012038,88.70129820159251,86.89568177427711,88.66241455078125,137522400.0,0.0,0.0
2020-06-26 00:00:00,88.5579121618439,88.77905873731159,85.78994227456904,85.93818664550781,205256800.0,0.0,0.0
2020-06-29 00:00:00,85.84587048738963,88.01358830044855,85.36712605808324,87.91880798339844,130646000.0,0.0,0.0
2020-06-30 00:00:00,87.5056378611411,88.93944540113674,87.48619974659033,88.65267944335938,140223200.0,0.0,0.0
2020-07-01 00:00:00,88.73048098963713,89.27483740277849,88.43643211464202,88.48503112792969,110737200.0,0.0,0.0
2020-07-02 00:00:00,89.3939209303781,90.03062510995592,88.3708201093687,88.48503112792969,114041600.0,0.0,0.0
2020-07-06 00:00:00,89.91639461248228,91.32103421004693,89.88480117911871,90.85201263427734,118655600.0,0.0,0.0
2020-07-07 00:00:00,91.23112145924068,92.01120488127154,90.45832825923631,90.57011413574219,112424400.0,0.0,0.0
2020-07-08 00:00:00,91.54947545863833,92.71109782941653,91.46198537616378,92.67950439453125,117092000.0,0.0,0.0
2020-07-09 00:00:00,93.5737986064413,93.62726270349853,92.02821230000306,93.07804870605469,125642800.0,0.0,0.0
2020-07-10 00:00:00,92.67221565599948,93.2992044388239,92.05981473407041,93.24087524414062,90257200.0,0.0,0.0
2020-07-13 00:00:00,94.54829427109546,97.16316235330419,92.59686597637041,92.81072235107422,191649200.0,0.0,0.0
2020-07-14 00:00:00,92.19101893190584,94.53856641947361,91.25540846734508,94.34658813476562,170989200.0,0.0,0.0
2020-07-15 00:00:00,96.22511971933456,96.47542722006055,93.79494692925732,94.99545288085938,153198000.0,0.0,0.0
2020-07-16 00:00:00,93.86540647447868,94.68437336507236,93.22626996352706,93.82652282714844,110577600.0,0.0,0.0
2020-07-17 00:00:00,94.27855494560396,94.43408214536427,93.16309912532118,93.6369857788086,92186800.0,0.0,0.0
2020-07-20 00:00:00,93.72448140194915,95.74881216241437,93.37939358732925,95.61029052734375,90318000.0,0.0,0.0
2020-07-21 00:00:00,96.40250793502297,96.47784268487361,94.04038010462556,94.29068756103516,103433200.0,0.0,0.0
2020-07-22 00:00:00,93.9917859277632,95.23846569726479,93.90430327124304,94.55558776855469,89001600.0,0.0,0.0
2020-07-23 00:00:00,94.28827601915101,94.36604333190014,89.44008553110294,90.25176239013672,197004400.0,0.0,0.0
2020-07-24 00:00:00,88.44614547198108,90.37327079762859,86.6551018188381,90.02818298339844,185438800.0,0.0,0.0
2020-07-27 00:00:00,91.09258321042107,92.25420534467249,90.86901149818567,92.16185760498047,121214000.0,0.0,0.0
2020-07-28 00:00:00,91.73172785652534,91.90913313088771,90.64300783304508,90.64787292480469,103625600.0,0.0,0.0
2020-07-29 00:00:00,91.13145960816027,92.57012484701185,91.09500850757644,92.38542938232422,90329200.0,0.0,0.0
2020-07-30 00:00:00,91.55676319653618,93.60782969927278,91.1484959328642,93.50333404541016,158130000.0,0.0,0.0
2020-07-31 00:00:00,100.01134253408772,103.44274565146054,98.00887492267535,103.29207611083984,374336800.0,0.0,0.0
2020-08-03 00:00:00,105.17787147768598,108.51935893981127,104.87896498205056,105.894775390625,308151200.0,0.0,0.0
2020-08-04 00:00:00,106.08433124379282,107.69553697101213,105.36013709111648,106.60195922851562,173071600.0,0.0,0.0
2020-08-05 00:00:00,106.32248498790055,107.30913448125898,105.85588858029786,106.98834991455078,121776800.0,0.0,0.0
2020-08-06 00:00:00,107.32129046502143,111.2168571833951,106.73076025201287,110.72109985351562,202428800.0,0.0,0.0
2020-08-07 00:00:00,110.2415021197791,110.69919956892333,107.40524752399855,108.20378112792969,198045600.0,0.205,0.0
2020-08-10 00:00:00,109.65232461053742,110.7965681078349,107.12038961467015,109.7764892578125,212403600.0,0.0,0.0
2020-08-11 00:00:00,109.03880997711208,109.53789059463463,106.25124256694211,106.5117416381836,187902400.0,0.0,0.0
2020-08-12 00:00:00,107.6048585408266,110.30965211624508,107.41009717699765,110.05158996582031,165598000.0,0.0,0.0
2020-08-13 00:00:00,111.43442627597457,113.00471686377213,110.94507845537643,111.9992446899414,210082000.0,0.0,0.0
2020-08-14 00:00:00,111.82395872639943,111.98950664875923,110.08568325260936,111.89942932128906,165565200.0,0.0,0.0
2020-08-17 00:00:00,113.02419710369587,113.04854413558671,110.9791727292724,111.60728454589844,119561600.0,0.0,0.0
2020-08-18 00:00:00,111.35895378278491,112.96332424198891,111.0229840865938,112.53727722167969,105633600.0,0.0,0.0
2020-08-19 00:00:00,112.94626924012053,114.09537909958976,112.58352304816549,112.678466796875,145538000.0,0.0,0.0
2020-08-20 00:00:00,112.71987797032757,115.2932039654278,112.70283430500798,115.17877960205078,126907200.0,0.0,0.0
2020-08-21 00:00:00,116.14041187069935,121.59868597251888,116.1282420708619,121.11421203613281,338054800.0,0.0,0.0
2020-08-24 00:00:00,125.32841718543504,125.41363550271217,120.69303108379322,122.5627670288086,345937600.0,0.0,0.0
2020-08-25 00:00:00,121.43313191060219,121.90299909151933,119.83119107466611,121.55728912353516,211495600.0,0.0,0.0
2020-08-26 00:00:00,122.87682491569296,123.66805506312153,121.8080520118478,123.21035766601562,163022400.0,0.0,0.0
2020-08-27 00:00:00,123.81412407030223,124.14765680517117,120.59076927456684,121.7374496459961,155552400.0,0.0,0.0
2020-08-28 00:00:00,122.71372527916922,123.13246897997037,121.31629327483492,121.54027557373047,187630000.0,0.0,0.0
2020-08-31 00:00:00,124.24017775703048,127.57064628140903,122.70153764471402,125.66194915771484,225702700.0,0.0,4.0
2020-09-01 00:00:00,129.28454878420325,131.27115314665346,127.11293080171876,130.66737365722656,151948100.0,0.0,0.0
2020-09-02 00:00:00,133.98816564607165,134.36795563235637,123.67539421443361,127.960205078125,200119000.0,0.0,0.0
2020-09-03 00:00:00,123.58771183000317,125.46718052250692,117.34551135279557,117.71556091308594,257599600.0,0.0,0.0
2020-09-04 00:00:00,116.9267639955814,120.4617338734343,107.98708104487906,117.79346466064453,332607200.0,0.0,0.0
2020-09-08 00:00:00,110.96698542167366,115.87504793239557,109.7302350684399,109.86656951904297,231366600.0,0.0,0.0
2020-09-09 00:00:00,114.19034473779914,116.02112702129683,112.24270116526816,114.24877166748047,176940500.0,0.0,0.0
2020-09-10 00:00:00,117.20919386101103,117.3455283202875,109.55495382599455,110.51903533935547,182274400.0,0.0,0.0
2020-09-11 00:00:00,111.57075280375336,112.21347869736357,107.12038789476668,109.06803131103516,180860300.0,0.0,0.0
2020-09-14 00:00:00,111.71684250832044,112.89516604141721,109.84710636140679,112.340087890625,140150100.0,0.0,0.0
2020-09-15 00:00:00,115.23232916774082,115.71924004150326,110.6358893306761,112.51536560058594,184642000.0,0.0,0.0
2020-09-16 00:00:00,112.21347910439461,112.96331855332305,109.10698546668381,109.19462585449219,154679000.0,0.0,0.0
2020-09-17 00:00:00,106.84771238414066,109.26278591004208,105.86415043956644,107.45147705078125,178011000.0,0.0,0.0
2020-09-18 00:00:00,107.50991635719829,107.97734660906691,103.31273980959568,104.04310607910156,287104900.0,0.0,0.0
2020-09-21 00:00:00,101.80330793878365,107.30540130167184,100.40100249884456,107.19828033447266,195713800.0,0.0,0.0
2020-09-22 00:00:00,109.730230798935,109.90551900427155,106.3023816419501,108.88300323486328,183055400.0,0.0,0.0
2020-09-23 00:00:00,108.69799408278124,109.17516469365749,103.97495231814074,104.3157958984375,150718700.0,0.0,0.0
2020-09-24 00:00:00,102.41683403022385,107.36385041762158,102.25128611202055,105.38699340820312,167743300.0,0.0,0.0
2020-09-25 00:00:00,105.59149358674422,109.49652091920656,104.85138696986856,109.34070587158203,149981400.0,0.0,0.0
2020-09-28 00:00:00,111.99924032348427,112.30112268518972,109.82761457566852,111.95054626464844,137672400.0,0.0,0.0
2020-09-29 00:00:00,111.55128945340192,112.29138866733861,110.5969408264079,111.10332489013672,99382200.0,0.0,0.0
2020-09-30 00:00:00,110.81116571454996,114.19032800652033,110.64561781826201,112.77828216552734,142675200.0,0.0,0.0
2020-10-01 00:00:00,114.56038244447453,114.63828996240579,112.7977675718812,113.73263549804688,116120400.0,0.0,0.0
2020-10-02 00:00:00,109.93473854776296,112.34981979602337,109.28227974779207,110.06133270263672,144712000.0,0.0,0.0
2020-10-05 00:00:00,110.92803870245231,113.5963082073717,110.57746227936272,113.45023345947266,106243800.0,0.0,0.0
2020-10-06 00:00:00,112.67116282600794,113.08017356879807,109.31148107875158,110.19766235351562,161498200.0,0.0,0.0
2020-10-07 00:00:00,111.61943340172876,112.52508777827475,111.14225547291966,112.06739044189453,96849000.0,0.0,0.0
2020-10-08 00:00:00,113.20677195191192,113.35284669197739,111.59022437328177,111.96028137207031,83477200.0,0.0,0.0
2020-10-09 00:00:00,112.26216737253827,113.93714192982654,111.91159095684212,113.90792846679688,100506900.0,0.0,0.0
2020-10-12 00:00:00,116.91703480605202,121.90300475026318,116.1574550435818,121.14342498779297,240226800.0,0.0,0.0
2020-10-13 00:00:00,121.99063649380032,122.10749776807862,116.5177635009862,117.92980194091797,262330500.0,0.0,0.0
2020-10-14 00:00:00,117.83244278615233,119.80929993505694,116.48857131996704,118.01747131347656,150712000.0,0.0,0.0
2020-10-15 00:00:00,115.61211517826072,118.02718887052616,115.05703709797092,117.55001831054688,112559200.0,0.0,0.0
2020-10-16 00:00:00,118.10509013803102,118.36802614774093,115.69974944089714,115.90425109863281,115393800.0,0.0,0.0
2020-10-19 00:00:00,116.81964609469402,117.26760316923634,112.63221739110126,112.94384002685547,120639300.0,0.0,0.0
2020-10-20 00:00:00,113.15808061203983,115.8653112278617,112.60300253020057,114.43379211425781,124423700.0,0.0,0.0
2020-10-21 00:00:00,113.61578568990575,115.60238301966777,113.40154370880339,113.81055450439453,89946000.0,0.0,0.0
2020-10-22 00:00:00,114.37535784081969,114.94991651803686,111.59022713214819,112.71986389160156,101988000.0,0.0,0.0
2020-10-23 00:00:00,113.34310011117962,113.49891513985666,111.28833585593557,112.0284423828125,82572600.0,0.0,0.0
