Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-07-06,62.6070802494254,62.743818128378635,62.060135688389906,62.406532287597656,596500.0,0.0,0.0,0.0
2020-07-07,61.868712977245885,62.11483562552493,61.61346565987355,61.777549743652344,506200.0,0.0,0.0,0.0
2020-07-08,61.81401490953201,62.06014451761991,61.30353417391033,61.76844024658203,949900.0,0.0,0.0,0.0
2020-07-09,61.67728566478968,61.74109575850002,60.35549521682025,60.765708923339844,561700.0,0.0,0.0,0.0
2020-07-10,60.747464058450305,61.87781709494201,60.72923558655516,61.859588623046875,573100.0,0.0,0.0,0.0
2020-07-13,62.069256181918135,62.85321272577849,61.77755190662906,61.84136199951172,756700.0,0.0,0.0,0.0
2020-07-14,61.72285741900252,63.10845789535662,61.60435495192127,63.03553009033203,493700.0,0.0,0.0,0.0
2020-07-15,64.0109192381866,64.32085198879412,63.60070553589139,64.08384704589844,448100.0,0.0,0.0,0.0
2020-07-16,63.88331699019887,64.47584342337363,63.80127144479044,64.13855743408203,487800.0,0.0,0.0,0.0
2020-07-17,64.39377318332464,64.56697497015796,64.10206893721356,64.33908081054688,285300.0,0.0,0.0,0.0
2020-07-20,64.11118764882627,64.2296901099485,63.5551253343379,63.655399322509766,310900.0,0.0,0.0,0.0
2020-07-21,64.02003037804693,64.68547742943571,63.919756391435826,64.33908081054688,352400.0,0.0,0.0,0.0
2020-07-22,64.24794386174351,64.96808350250903,64.21147995066501,64.91339111328125,373500.0,0.0,0.0,0.0
2020-07-23,64.87692173143085,65.41475568101069,64.65814523818823,64.9771957397461,411300.0,0.0,0.0,0.0
2020-07-24,64.90426113364455,65.13215531874131,64.53963600131263,64.70372009277344,433700.0,0.0,0.0,0.0
2020-07-27,64.67634551177295,65.05009518974718,64.33906668067809,65.04097747802734,380300.0,0.0,0.0,0.0
2020-07-28,64.83134449618014,65.08658488732281,64.59433258092807,64.6490249633789,200900.0,0.0,0.0,0.0
2020-07-29,64.70370960239795,65.642632380005,64.70370960239795,65.5423583984375,322500.0,0.0,0.0,0.0
2020-07-30,64.74018526564433,64.82223079918566,64.1112019641317,64.69461059570312,416000.0,0.0,0.0,0.0
2020-07-31,64.58521239866768,64.58521239866768,63.66451791883111,64.503173828125,356900.0,0.0,0.0,0.0
2020-08-03,64.69460658527397,64.80399135017566,64.30262828322515,64.6490249633789,444600.0,0.0,0.0,0.0
2020-08-04,64.55786936870659,64.8860375764993,64.43024917176267,64.82222747802734,419300.0,0.0,0.0,0.0
2020-08-05,65.17774026316093,65.46032684156984,64.94072835122951,65.37828826904297,395300.0,0.0,0.0,0.0
2020-08-06,65.11391364457234,65.3326900705783,64.94071187347997,65.21418762207031,369400.0,0.0,0.0,0.0
2020-08-07,65.12305354513663,66.0255126953125,65.05012572669546,66.0255126953125,349400.0,0.0,0.0,0.0
2020-08-10,66.12576638935563,66.8276773005409,66.08018477814029,66.80033111572266,589700.0,0.0,0.0,0.0
2020-08-11,67.4110944564185,67.68457024943866,66.74564735739617,66.88238525390625,610500.0,0.0,0.0,0.0
2020-08-12,67.44755943188801,67.52960495301032,67.11939125695565,67.31082153320312,352900.0,0.0,0.0,0.0
2020-08-13,67.03735379212723,67.21966635685044,66.77299570493359,66.94619750976562,327900.0,0.0,0.0,0.0
2020-08-14,66.80946752401182,67.22879203637706,66.67272960688027,67.02824401855469,263300.0,0.0,0.0,0.0
2020-08-17,67.1467556158914,67.29260429867855,66.94620759162692,67.09205627441406,431600.0,0.0,0.0,0.0
2020-08-18,67.07381915409178,67.15585772356704,66.72741553689752,66.83680725097656,333200.0,0.0,0.0,0.0
2020-08-19,67.01913228907789,67.12852402351008,66.43572361499952,66.59980773925781,298500.0,0.0,0.0,0.0
2020-08-20,66.12576184229512,66.4903938426121,66.0072593979723,66.31719207763672,534200.0,0.0,0.0,0.0
2020-08-21,66.27162328130846,66.37189727465021,66.05284682073479,66.34455108642578,255700.0,0.0,0.0,0.0
2020-08-24,66.53597784610028,67.19231414794922,66.39923995741877,67.19231414794922,654900.0,0.0,0.0,0.0
2020-08-25,67.33817883004227,67.42933511652838,66.77299872618218,66.90973663330078,593000.0,0.0,0.0,0.0
2020-08-26,66.91885493716092,67.08293208141222,66.53598740290444,66.90061950683594,393700.0,0.0,0.0,0.0
2020-08-27,67.10116062361028,67.57517744171679,67.06469672148236,67.24700927734375,425600.0,0.0,0.0,0.0
2020-08-28,67.51138129555325,67.71192932128906,66.9917827537739,67.71192932128906,301500.0,0.0,0.0,0.0
2020-08-31,67.52048779171086,67.67545416592684,67.04647095446833,67.12850952148438,460500.0,0.0,0.0,0.0
2020-09-01,67.0464962864109,67.46582090407469,66.68186406742205,67.45670318603516,572800.0,0.0,0.0,0.0
2020-09-02,67.65721835371812,68.92430930858525,67.55694436838812,68.74199676513672,572300.0,0.0,0.0,0.0
2020-09-03,68.79668481589604,69.14308140860115,66.78210143178744,67.2652359008789,743100.0,0.0,0.0,0.0
2020-09-04,67.83953766045887,67.91246546701994,66.37189858861483,67.13762664794922,823400.0,0.0,0.0,0.0
2020-09-08,66.67270917733065,66.7638654425602,65.824942696619,65.92521667480469,668700.0,0.0,0.0,0.0
2020-09-09,66.42659479598625,67.48402012226312,66.41747708190044,66.99176788330078,326000.0,0.0,0.0,0.0
2020-09-10,67.07380235460205,67.19230479908987,65.91609627359196,66.04371643066406,326200.0,0.0,0.0,0.0
2020-09-11,66.18047229191828,66.76388086993046,66.04373438508881,66.5542221069336,390400.0,0.0,0.0,0.0
2020-09-14,66.9735384200384,67.64810320207829,66.94619223296323,67.36551666259766,236900.0,0.0,0.0,0.0
2020-09-15,67.7483826890904,67.83953897166441,67.16497413488254,67.30171203613281,338600.0,0.0,0.0,0.0
2020-09-16,67.49313518009427,68.30443783234945,67.37463272075489,67.7392578125,543900.0,0.0,0.0,0.0
2020-09-17,66.90061196168068,67.87599873069391,66.6818355059073,67.70279693603516,356200.0,0.0,0.0,0.0
2020-09-18,67.83042530696773,67.84865378079049,66.88238470828439,67.064697265625,554300.0,0.0,0.0,0.0
2020-09-21,66.10753374717655,66.28985324493915,64.63990178015949,65.33269500732422,767700.0,0.0,0.0,0.0
2020-09-22,65.40563361743172,65.87053972009927,65.26889571020256,65.6517562866211,347700.0,0.0,0.0,0.0
2020-09-23,65.71135016502937,66.0047450657761,64.27188034025846,64.3177261352539,420400.0,0.415,0.0,0.0
2020-09-24,64.17102627522354,65.23458718038981,63.76761265178661,64.61112213134766,643400.0,0.0,0.0,0.0
2020-09-25,64.31772942874244,65.41795861411009,64.18019903179984,65.17957305908203,331000.0,0.0,0.0,0.0
2020-09-28,65.99559422689472,66.56404302195332,65.93141429857884,66.14228820800781,334400.0,0.0,0.0,0.0
2020-09-29,66.24313210578646,66.24313210578646,65.41795674282167,65.61966705322266,490300.0,0.0,0.0,0.0
2020-09-30,65.96808252005997,66.71990753505615,65.64718287861419,66.15145874023438,429000.0,0.0,0.0,0.0
2020-10-01,66.50902744532283,66.71990133506837,65.71135670063519,66.0781021118164,381900.0,0.0,0.0,0.0
2020-10-02,65.10621385077455,66.87575347647079,65.10621385077455,66.60069274902344,548400.0,0.0,0.0,0.0
2020-10-05,67.01328425378549,67.65509035708942,67.01328425378549,67.64591979980469,339800.0,0.0,0.0,0.0
2020-10-06,67.81096105400711,68.37941674116622,66.90327166224615,67.0224609375,505900.0,0.0,0.0,0.0
2020-10-07,67.58174568158574,68.26022008201107,67.58174568158574,68.07685089111328,348300.0,0.0,0.0,0.0
2020-10-08,68.40691956466395,68.8836836478317,68.3794148861274,68.83784484863281,434000.0,0.0,0.0,0.0
2020-10-09,69.09456492238249,69.49798553023177,68.94786397586051,69.14957427978516,376800.0,0.0,0.0,0.0
2020-10-12,69.22292296312101,69.8188833015558,69.22292296312101,69.57132720947266,428200.0,0.0,0.0,0.0
2020-10-13,69.28710279702014,69.56216356677673,68.68197889667599,68.90202331542969,578700.0,0.0,0.0,0.0
2020-10-14,68.92035819799968,69.40629283420316,68.72781845507487,68.8561782836914,349200.0,0.0,0.0,0.0
2020-10-15,68.3060587360116,69.12206344184168,68.07684377381021,69.07621765136719,417900.0,0.0,0.0,0.0
2020-10-16,69.11289972868632,69.50714978251702,69.0120445757236,69.13124084472656,478300.0,0.0,0.0,0.0
2020-10-19,69.14041878017144,69.3421221125328,67.97600261538777,68.11353302001953,486400.0,0.0,0.0,0.0
2020-10-20,68.33355496470735,69.14039600876735,68.27854561900676,68.43441009521484,585300.0,0.0,0.0,0.0
2020-10-21,68.31522369384766,68.78281714195184,68.27854846349116,68.31522369384766,278100.0,0.0,0.0,0.0
2020-10-22,68.26938309027031,68.81033403524243,68.0585092435667,68.75531768798828,425800.0,0.0,0.0,0.0
2020-10-23,69.03955848891748,69.25960292293354,68.53528270774896,69.01204681396484,473300.0,0.0,0.0,0.0
2020-10-26,68.17770930135292,68.33357382057002,66.98578851832272,67.60009002685547,902700.0,0.0,0.0,0.0
2020-10-27,67.55422994551537,67.57256406356981,66.49066922614507,66.49983978271484,741100.0,0.0,0.0,0.0
2020-10-28,65.42713393311097,66.02309436650026,64.56528324497606,64.63863372802734,1135000.0,0.0,0.0,0.0
2020-10-29,64.46441724874143,65.65633791526277,64.02432841454818,65.12455749511719,954200.0,0.0,0.0,0.0
2020-10-30,64.73030559353407,65.24375187874514,64.11601115783608,64.87700653076172,900100.0,0.0,0.0,0.0
2020-11-02,65.83970971076486,66.76574020397588,65.51881013245001,66.71989440917969,609700.0,0.0,0.0,0.0
2020-11-03,67.4992359418397,68.22355618364959,67.389210223244,67.89348602294922,839500.0,0.0,0.0,0.0
2020-11-04,68.17769060730554,68.6636251487332,67.19665096845591,67.38919067382812,1143900.0,0.0,0.0,0.0
2020-11-05,68.27855035890639,69.03037511437286,68.21437045277212,68.56277465820312,1055800.0,0.0,0.0,0.0
2020-11-06,68.77366862457767,69.1037387749024,68.41609379424028,68.65447235107422,965700.0,0.0,0.0,0.0
2020-11-09,72.55111119822637,73.2020807965602,70.95577715449156,71.08413696289062,1738100.0,0.0,0.0,0.0
2020-11-10,71.43256778106041,72.42277129007091,71.19418221635101,72.25773620605469,1123700.0,0.0,0.0,0.0
2020-11-11,72.61530036432666,72.61530036432666,71.4967371763341,71.7259521484375,636500.0,0.0,0.0,0.0
2020-11-12,71.40505982803869,71.4325715060484,70.20397537317417,70.74492645263672,613100.0,0.0,0.0,0.0
2020-11-13,71.22168289002231,72.21189333839811,71.21251233168,72.12020874023438,344200.0,0.0,0.0,0.0
2020-11-16,73.40380564158983,73.5688407130296,72.65198075949453,73.55050659179688,580100.0,0.0,0.0,0.0
2020-11-17,72.90870592423389,73.2021008516822,72.27607726525625,72.94538116455078,510600.0,0.0,0.0,0.0
2020-11-18,73.10124166795748,73.23876505456185,72.04685140178069,72.07435607910156,365100.0,0.0,0.0,0.0
2020-11-19,71.97351178418657,72.32191607459214,71.46007240988641,72.27607727050781,493900.0,0.0,0.0,0.0
2020-11-20,72.27606311131483,72.34941357758427,71.7076074903548,71.86347198486328,455700.0,0.0,0.0,0.0
2020-11-23,72.38609413664214,72.84452413622844,72.24857073283557,72.70700073242188,488800.0,0.0,0.0,0.0
2020-11-24,73.44047978920442,74.10979062318968,73.29378583626078,73.94475555419922,694200.0,0.0,0.0,0.0
2020-11-25,73.80721602186183,73.80721602186183,73.19292161702211,73.32128143310547,662000.0,0.0,0.0,0.0
2020-11-27,73.41298890597378,73.5321782023314,73.07374814621939,73.33047485351562,294400.0,0.0,0.0,0.0
2020-11-30,73.11041586484295,73.11041586484295,72.25773576843771,72.63365173339844,632800.0,0.0,0.0,0.0
2020-12-01,73.49550274739559,73.71554719412981,72.8445259758668,72.95455169677734,966100.0,0.0,0.0,0.0
2020-12-02,72.743661394363,72.99121748558443,72.50528285588763,72.68865203857422,527500.0,0.0,0.0,0.0
2020-12-03,72.67950143802908,73.229623127319,72.58781682151005,72.81703186035156,744200.0,0.0,0.0,0.0
2020-12-04,72.99121432092878,73.88973307025657,72.99121432092878,73.86222839355469,480700.0,0.0,0.0,0.0
2020-12-07,73.73386920092157,73.73386920092157,72.94536915167808,73.15625,547400.0,0.0,0.0,0.0
2020-12-08,72.94536671699758,73.77971253001111,72.84451157487318,73.5963363647461,374600.0,0.0,0.0,0.0
2020-12-09,73.90808546856343,73.99059951126677,73.2846203861537,73.69720458984375,501900.0,0.0,0.0,0.0
2020-12-10,73.55965931616976,73.66967800706581,73.0278789932234,73.31210327148438,286800.0,0.0,0.0,0.0
2020-12-11,72.94536915167808,73.28460982242702,72.66114482988765,73.15625,480500.0,0.0,0.0,0.0
2020-12-14,73.78889474140352,73.82556298516253,72.37692952373904,72.40443420410156,310000.0,0.0,0.0,0.0
2020-12-15,72.99121751621533,73.57800729516177,72.70699318440607,73.37629699707031,471300.0,0.0,0.0,0.0
2020-12-16,73.56883274304415,73.56883274304415,72.98204299595773,73.20208740234375,271000.0,0.0,0.0,0.0
2020-12-17,73.6146948876549,73.64219957017777,73.32129994893256,73.51383972167969,396500.0,0.0,0.0,0.0
2020-12-18,73.66052349724505,73.76137864925967,72.84451871828026,73.28461456298828,527600.0,0.0,0.0,0.0
2020-12-21,72.43193562825522,73.02789599130242,71.66177663238099,72.89036560058594,736500.0,0.0,0.0,0.0
2020-12-22,72.79869053728684,72.83536577928585,72.3585946283859,72.45027923583984,417500.0,0.0,0.0,0.0
2020-12-23,72.750290980089,73.11030328763776,72.67644753854887,72.70413970947266,651900.0,0.535,0.0,0.0
2020-12-24,72.73181058612396,72.93489583713253,72.46410794095517,72.9072036743164,270100.0,0.0,0.0,0.0
2020-12-28,73.39646501999636,73.68262681542213,73.08260401356917,73.16568756103516,408900.0,0.0,0.0,0.0
2020-12-29,73.45184620213244,73.5995471500539,72.51027730882404,72.75951385498047,465600.0,0.0,0.0,0.0
2020-12-30,72.96259108235553,73.44260502457195,72.96259108235553,73.18413543701172,437300.0,0.0,0.0,0.0
2020-12-31,73.35030217498297,73.79339796760507,72.9164394521237,73.73800659179688,345700.0,0.0,0.0,0.0
2021-01-04,73.94108860500398,73.95955474371422,72.09486912901004,72.57489013671875,703000.0,0.0,0.0,0.0
2021-01-05,72.45487038620648,73.41490521340644,72.35332776698945,73.1010513305664,574500.0,0.0,0.0,0.0
2021-01-06,73.14722457135358,75.20576269278222,73.14722457135358,74.83651733398438,688000.0,0.0,0.0,0.0
2021-01-07,75.18728790090628,75.35344794110988,74.72573301620392,75.09497833251953,411400.0,0.0,0.0,0.0
2021-01-08,75.38114054690217,75.38114054690217,74.33802209147773,75.04882049560547,395700.0,0.0,0.0,0.0
2021-01-11,74.55035100901213,75.20575813584983,74.5226588412649,74.9472885131836,399100.0,0.0,0.0,0.0
2021-01-12,75.05805828197434,75.65808108209352,74.7995886555277,75.57500457763672,325100.0,0.0,0.0,0.0
2021-01-13,75.51038610361407,75.54730429878246,75.05805722095744,75.24268341064453,452300.0,0.0,0.0,0.0
2021-01-14,75.39037014297722,75.58422234161851,75.14113361408653,75.19651794433594,454000.0,0.0,0.0,0.0
2021-01-15,74.69804994922555,74.97498573088905,74.03340970744875,74.70728302001953,671500.0,0.0,0.0,0.0
2021-01-19,75.2242366437255,75.23346971628001,74.82729903713123,74.8826904296875,399000.0,0.0,0.0,0.0
2021-01-20,75.03037672303158,75.2703872855703,74.64267222854066,75.1780776977539,598100.0,0.0,0.0,0.0
2021-01-21,75.14112731122206,75.14112731122206,74.53187155850975,74.59648895263672,331200.0,0.0,0.0,0.0
2021-01-22,74.19032090290078,74.56879217572059,73.88569304539416,74.411865234375,461200.0,0.0,0.0,0.0
2021-01-25,73.98724380316924,74.78111870794277,73.88570117283066,74.57803344726562,570300.0,0.0,0.0,0.0
2021-01-26,74.80881388528594,74.9842069888932,74.39341027823215,74.5595703125,478200.0,0.0,0.0,0.0
2021-01-27,73.73800599649263,74.09801824388032,73.04567366801345,73.27645111083984,638700.0,0.0,0.0,0.0
2021-01-28,73.78415933703214,74.67957688178649,73.7657002416664,73.81185150146484,719000.0,0.0,0.0,0.0
2021-01-29,73.41491827353575,73.63646264452662,72.04871976919544,72.22410583496094,720900.0,0.0,0.0,0.0
2021-02-01,72.73181765079005,72.96259508703088,72.19641230844691,72.74105072021484,546500.0,0.0,0.0,0.0
2021-02-02,73.23952849978909,73.85801742123488,73.13799290065354,73.43338775634766,638400.0,0.0,0.0,0.0
2021-02-03,73.47954255828533,73.63646954232175,73.00875456340682,73.58108520507812,497700.0,0.0,0.0,0.0
2021-02-04,73.654932195786,74.17187143296806,73.38722950716847,74.10725402832031,318700.0,0.0,0.0,0.0
2021-02-05,74.48573862035043,74.79035952885688,74.31957855990623,74.70728302001953,270900.0,0.0,0.0,0.0
2021-02-08,74.97498828543125,75.33500058819841,74.9380630437667,75.32576751708984,355600.0,0.0,0.0,0.0
2021-02-09,75.32574973517667,75.43652543401983,74.96573751739646,75.21498107910156,572500.0,0.0,0.0,0.0
2021-02-10,75.52883704016078,75.60268750805594,75.0580491107895,75.45498657226562,308000.0,0.0,0.0,0.0
2021-02-11,75.61192771008446,75.6211537373655,74.84574487962298,75.20575714111328,379200.0,0.0,0.0,0.0
2021-02-12,75.22421270115731,75.54729971002409,75.08574482799482,75.51960754394531,346600.0,0.0,0.0,0.0
2021-02-16,75.79654943634044,75.79654943634044,75.08575091642884,75.15037536621094,405800.0,0.0,0.0,0.0
2021-02-17,75.07651678130914,75.29806114674763,74.67957931173231,75.27960205078125,254500.0,0.0,0.0,0.0
2021-02-18,75.0395899638316,75.27036739376979,74.7165029704718,75.0765151977539,457400.0,0.0,0.0,0.0
2021-02-19,75.24266248417571,75.44574771496501,75.05803634583678,75.10419464111328,538300.0,0.0,0.0,0.0
2021-02-22,74.96573656391769,75.70422712794324,74.91035223658456,75.47344970703125,416400.0,0.0,0.0,0.0
2021-02-23,75.55655064316949,75.8334864549693,75.17807921266467,75.67655944824219,498500.0,0.0,0.0,0.0
2021-02-24,75.77806722816426,76.49809866576993,75.53806379173002,76.37808990478516,435300.0,0.0,0.0,0.0
2021-02-25,76.43349849729292,76.59965855222148,75.08575191688942,75.27037811279297,621600.0,0.0,0.0,0.0
2021-02-26,75.49191257930275,75.49191257930275,74.31033325195312,74.31033325195312,553600.0,0.0,0.0,0.0
2021-03-01,75.1319061899696,76.25810127478212,75.1319061899696,75.71346282958984,408900.0,0.0,0.0,0.0
2021-03-02,75.87040044853418,76.12887007840796,75.45499679243487,75.69500732421875,401500.0,0.0,0.0,0.0
2021-03-03,75.60268646993711,76.21193521478574,75.41806030273438,75.41806030273438,511300.0,0.0,0.0,0.0
2021-03-04,75.48266870547313,75.71344610489923,73.60875734897591,74.411865234375,670400.0,0.0,0.0,0.0
2021-03-05,74.93805709756752,76.60888365438521,74.47650217753883,76.41503143310547,721300.0,0.0,0.0,0.0
2021-03-08,76.60889083343902,78.06740620767239,76.52581432057792,77.34738159179688,753000.0,0.0,0.0,0.0
2021-03-09,77.67969451061889,77.93816413919565,76.9965952004133,77.00582122802734,556400.0,0.0,0.0,0.0
2021-03-10,77.12583114978425,78.54741412787826,77.12583114978425,78.22432708740234,485600.0,0.0,0.0,0.0
2021-03-11,78.46433404404054,78.68587842701311,78.00277913789913,78.15970611572266,431600.0,0.0,0.0,0.0
2021-03-12,78.45509149190309,78.86126201390405,78.45509149190309,78.80587768554688,352500.0,0.0,0.0,0.0
2021-03-15,78.98126181162515,79.42435755597073,78.46432264552858,79.40589141845703,405300.0,0.0,0.0,0.0
2021-03-16,79.34127491555803,79.34127491555803,78.58432525264064,78.76895141601562,382100.0,0.0,0.0,0.0
2021-03-17,78.89817555533837,79.09202771863013,78.45507986583783,78.95355987548828,376500.0,0.0,0.0,0.0
2021-03-18,78.90742835693014,79.26744061347429,78.41817424976897,78.54740905761719,411300.0,0.0,0.0,0.0
2021-03-19,78.67665808893133,78.72280935722138,77.92893429783012,78.21510314941406,519100.0,0.0,0.0,0.0
2021-03-22,78.08584659146692,78.55663451314904,77.91969360556891,78.46432495117188,506100.0,0.0,0.0,0.0
2021-03-23,78.35862314016669,78.46988396052731,77.60757723243096,77.82083892822266,323800.0,0.376,0.0,0.0
2021-03-24,78.11755696036454,79.03549422462159,78.10828286604159,78.1268310546875,366400.0,0.0,0.0,0.0
2021-03-25,78.10827980562092,79.23947875061594,77.57050261500216,79.14675903320312,530700.0,0.0,0.0,0.0
2021-03-26,79.6289092112049,80.63957327416105,79.3878393504414,80.62102508544922,583100.0,0.0,0.0,0.0
2021-03-29,80.50976831859246,80.88065429690045,80.08325191945987,80.51903533935547,448500.0,0.0,0.0,0.0
2021-03-30,80.66739804086382,80.71376144407537,80.13888778493788,80.3057861328125,409900.0,0.0,0.0,0.0
2021-03-31,80.26868018117999,80.52829820758326,79.94415764817592,79.98124694824219,351400.0,0.0,0.0,0.0
2021-04-01,80.16668820003555,80.37994991175778,79.5269101389297,80.35213470458984,678200.0,0.0,0.0,0.0
2021-04-05,80.87137540742137,81.30716587554173,80.72301819526923,81.12171936035156,581900.0,0.0,0.0,0.0
2021-04-06,81.17734516047557,81.390599779654,81.01971387675125,81.22370147705078,385700.0,0.0,0.0,0.0
2021-04-07,81.27935993217464,81.39062077991063,80.61176654951055,80.71376037597656,961500.0,0.0,0.0,0.0
2021-04-08,80.8064672126906,80.8064672126906,80.37995085828446,80.63029479980469,354000.0,0.0,0.0,0.0
2021-04-09,80.8991831251828,81.09389664255671,80.54684539003865,81.07535552978516,464500.0,0.0,0.0,0.0
2021-04-12,81.18662566542277,81.51115530565855,81.13099524666755,81.49260711669922,403700.0,0.0,0.0,0.0
2021-04-13,81.16808006167477,81.25152568519279,80.80646821164137,81.1124496459961,259700.0,0.0,0.0,0.0
2021-04-14,80.94555151788305,81.48332871020138,80.94555151788305,81.25152587890625,444500.0,0.0,0.0,0.0
2021-04-15,81.55751622366591,81.84494950217274,81.30717225110543,81.82640838623047,495600.0,0.0,0.0,0.0
2021-04-16,82.2807451982507,82.57745259048852,82.15093615627553,82.34564971923828,456500.0,0.0,0.0,0.0
2021-04-19,82.30856041095078,82.48473285680087,82.08603163528795,82.34564971923828,438400.0,0.0,0.0,0.0
2021-04-20,82.2529120521263,82.4198103660005,82.02110923141552,82.33636474609375,384800.0,0.0,0.0,0.0
2021-04-21,82.41054237772907,83.43974754385732,82.41054237772907,83.38411712646484,619500.0,0.0,0.0,0.0
2021-04-22,83.31923277605333,83.43976773425732,82.68872862148066,82.78144836425781,434100.0,0.0,0.0,0.0
2021-04-23,82.78142634869485,83.55101344979447,82.68870663057635,83.3099365234375,377900.0,0.0,0.0,0.0
2021-04-26,83.50464066656166,83.51391475954928,82.84632154564558,82.89268493652344,329400.0,0.0,0.0,0.0
2021-04-27,82.9483173531268,83.096674548277,82.6052466448873,82.96686553955078,386600.0,0.0,0.0,0.0
2021-04-28,83.19868039457498,83.30066713842795,82.86488373122985,82.95760345458984,364200.0,0.0,0.0,0.0
2021-04-29,83.41193443650117,83.88481421843387,83.39339332159032,83.84772491455078,401100.0,0.0,0.0,0.0
2021-04-30,83.69011418020986,83.69011418020986,83.18014501212141,83.47685241699219,467600.0,0.0,0.0,0.0
2021-05-03,83.92191475954566,84.7007690231958,83.83846204611893,84.33915710449219,471100.0,0.0,0.0,0.0
2021-05-04,84.19079300595028,84.91401672363281,84.1444296090481,84.91401672363281,717600.0,0.0,0.0,0.0
2021-05-05,85.03455227540711,85.24781399903524,84.47822687880755,85.09945678710938,639100.0,0.0,0.0,0.0
2021-05-06,85.10873328911848,85.6557846069336,84.87693044447246,85.6557846069336,427800.0,0.0,0.0,0.0
2021-05-07,85.53525063546121,86.23065917721293,85.39616751229858,86.137939453125,762800.0,0.0,0.0,0.0
2021-05-10,86.64789918497334,87.51020603694143,86.60154286118402,86.6108169555664,697100.0,0.0,0.0,0.0
2021-05-11,86.2492015441423,86.2492015441423,85.07164617560657,85.43325805664062,840500.0,0.0,0.0,0.0
2021-05-12,85.41471204975132,85.41471204975132,83.63446088269265,83.68082427978516,808000.0,0.0,0.0,0.0
2021-05-13,83.68082209051722,85.5537858546378,83.68082209051722,85.22926330566406,672600.0,0.0,0.0,0.0
2021-05-14,85.61870676786859,86.06377140177334,85.48889772340935,85.85050964355469,406000.0,0.0,0.0,0.0
2021-05-17,85.84123112708727,86.0266705731795,85.39616655277989,85.6557846069336,566900.0,0.0,0.0,0.0
2021-05-18,85.66505647643758,85.66505647643758,84.80274963378906,84.80274963378906,521300.0,0.0,0.0,0.0
2021-05-19,84.16296494076843,84.39476776123047,83.31920635279819,84.39476776123047,705200.0,0.0,0.0,0.0
2021-05-20,84.51530393373532,85.2848909424336,84.34840563153644,85.01599884033203,353400.0,0.0,0.0,0.0
2021-05-21,85.33125040400773,85.72067743213847,84.9603644883335,85.0716323852539,475500.0,0.0,0.0,0.0
2021-05-24,85.2941665649414,85.59087390166172,85.11800122611618,85.2941665649414,568200.0,0.0,0.0,0.0
2021-05-25,85.50742720743098,85.56305762172472,84.95110184231092,85.06236267089844,412100.0,0.0,0.0,0.0
