Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-01,223.53647344675224,231.34965617763115,222.45159014199734,230.8221435546875,18223800.0,0.0,0.0
2020-06-02,229.85667749839604,231.90701173875053,225.4972189414253,231.62832641601562,20919000.0,0.0,0.0
2020-06-03,231.02118715930845,231.55864737081342,227.45797889224568,229.08033752441406,15380300.0,0.0,0.0
2020-06-04,228.48315005254787,230.54344713870998,223.55637314231467,225.22848510742188,17041500.0,0.0,0.0
2020-06-05,225.64654722461893,230.26478113751338,224.2531052828655,229.6875,16750400.0,0.0,0.0
2020-06-08,227.95565161195444,230.46383490259535,226.34325566157713,230.3145294189453,15466500.0,0.0,0.0
2020-06-09,230.43396122975577,238.64526109613027,229.32916754933692,237.5504150390625,27462900.0,0.0,0.0
2020-06-10,239.82969057798536,240.07851785626352,234.17632691815564,235.61952209472656,20720700.0,0.0,0.0
2020-06-11,228.8613909818437,231.79754997026913,222.50136604855385,223.37722778320312,26708200.0,0.0,0.0
2020-06-12,228.82156690078384,230.573320719935,223.44690357998104,227.5077667236328,22091400.0,0.0,0.0
2020-06-15,224.03411881128147,232.67340958623558,223.74548585834282,231.40936279296875,15340300.0,0.0,0.0
2020-06-16,236.02760222600364,237.3414175437822,231.90702310957099,234.54458618164062,15236700.0,0.0,0.0
2020-06-17,233.89765824588127,236.475505387575,230.64299296169983,234.4251708984375,19578100.0,0.0,0.0
2020-06-18,233.887696065799,235.03229548131026,231.06100661680077,234.83323669433594,15782500.0,0.0,0.0
2020-06-19,236.6745365134077,239.7002845838928,234.44505392169353,237.6698455810547,30081300.0,0.0,0.0
2020-06-22,237.44093171767489,239.57089254159123,235.79867781040153,238.09783935546875,18917800.0,0.0,0.0
2020-06-23,240.14816484856743,244.03982685435867,238.73482782898103,241.10366821289062,24017900.0,0.0,0.0
2020-06-24,240.06855330130904,242.07908194761006,231.58851546677465,232.9222412109375,20834900.0,0.0,0.0
2020-06-25,233.51942238775302,236.18685874398884,231.6482515573315,234.57444763183594,18704300.0,0.0,0.0
2020-06-26,231.54869074021755,231.99657676358387,214.38955769873974,215.06637573242188,76343900.0,0.0,0.0
2020-06-29,208.76609491390064,219.71449560068444,206.13847935656102,219.60501098632812,58514300.0,0.0,0.0
2020-06-30,219.55523817330223,226.43282793258098,217.44518766961858,226.00485229492188,33927100.0,0.0,0.0
2020-07-01,227.42811896421117,237.87886403696487,226.49252602298233,236.4356689453125,43399700.0,0.0,0.0
2020-07-02,237.8788691918039,238.87417826792023,231.51884480290894,232.32504272460938,30633600.0,0.0,0.0
2020-07-06,232.66345799323958,239.27231004394164,231.18045710150358,239.1528778076172,26206200.0,0.0,0.0
2020-07-07,238.2869531706229,246.4882903623472,237.69972445174196,239.7301483154297,27887800.0,0.0,0.0
2020-07-08,236.9930511788035,245.83140087543913,235.48017708946685,242.43739318847656,29791300.0,0.0,0.0
2020-07-09,243.8507276663751,245.37354936294736,238.1177527608801,243.3530731201172,22174900.0,0.0,0.0
2020-07-10,242.54687872860399,244.3384381587484,238.19738279067388,243.92041015625,22982700.0,0.0,0.0
2020-07-13,245.8513119541056,248.97658213202462,237.30160985169562,237.87889099121094,24674900.0,0.0,0.0
2020-07-14,235.64936909027702,239.20262974713822,230.9415614586879,238.60543823242188,23378100.0,0.0,0.0
2020-07-15,240.41692466182906,243.67158978658026,236.93334268838524,239.1528778076172,19133600.0,0.0,0.0
2020-07-16,236.8835413564939,240.62589771893198,235.2213771534745,239.79978942871094,18880700.0,0.0,0.0
2020-07-17,239.86950138566678,243.01468189523962,236.74423131120093,240.89466857910156,18152400.0,0.0,0.0
2020-07-20,238.9338957654093,244.89580263324785,234.53463144597885,244.2687530517578,20872200.0,0.0,0.0
2020-07-21,245.06499953856144,245.75176522431602,238.9538024784891,240.615966796875,19364200.0,0.0,0.0
2020-07-22,239.1329514235183,240.76525768900538,237.00299062358746,238.74478149414062,15427900.0,0.0,0.0
2020-07-23,238.5059331446508,241.28283895200926,230.66289229223875,231.5089111328125,21771800.0,0.0,0.0
2020-07-24,229.11021209725732,232.39473527850313,225.83563653996,229.62777709960938,18325800.0,0.0,0.0
2020-07-27,230.37425443256768,233.84787352398592,229.74720483023086,232.40467834472656,13163100.0,0.0,0.0
2020-07-28,233.52936558811214,233.857819394724,228.75187914490184,229.04051208496094,14170100.0,0.0,0.0
